model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,83441.81,2024-12-04,2024-12-21,Maryland,360.3,0,69.7,1.2,5,140.8,439
Tesla Roadster,Standard Range,Midnight Silver Metallic,Electric,Automatic,237234.96,2024-10-02,2024-11-02,Virginia,588.2,0,66.1,6.6,5,143.1,456
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,83540.09,2024-12-16,2024-12-21,Virginia,379.3,0,69.2,8.1,5,158.7,509
Tesla Model S,Plaid,Pearl White,Electric,Automatic,106401.58,2025-09-23,2025-11-26,Arizona,355.9,0,76.4,9.7,5,162.8,549
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,207419.06,2024-08-05,2024-08-06,Connecticut,511.2,0,76.3,2.5,5,162.9,436
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,98593.56,2025-05-25,2025-07-01,California,308.5,0,67.1,1.5,7,144.5,861
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,49989.62,2024-08-28,2024-09-03,Illinois,267.0,0,86.0,5.8,5,153.7,612
Tesla Model Y,Performance,Ultra Red,Electric,Automatic,55851.35,2025-01-05,2025-03-06,Washington,329.6,0,77.6,11.3,7,163.0,792
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,227225.78,2024-09-09,2024-12-08,Nevada,511.7,0,80.4,2.7,5,168.4,430
Tesla Model 3,Performance,Pearl White,Electric,Automatic,45255.84,2025-04-08,2025-04-13,Nevada,306.2,0,99.6,1.5,5,168.6,455
Tesla Model S,Plaid,Pearl White,Electric,Automatic,116403.64,2025-01-20,2025-03-26,Nevada,335.7,0,90.1,0.6,5,155.6,511
Tesla Cybertruck,Standard Range,Ultra Red,Electric,Automatic,50181.08,2024-05-21,2024-08-11,California,255.0,0,96.8,11.3,5,151.3,619
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,106330.49,2026-03-05,2026-04-16,Arizona,329.3,0,74.3,3.8,7,155.4,611
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,53616.41,2025-12-14,2026-03-01,Illinois,316.6,0,97.7,5.7,5,167.0,500
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,103825.49,2024-11-25,2024-12-30,Arizona,346.5,0,76.2,11.5,7,169.0,559
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,202848.03,2025-08-16,2025-10-11,Connecticut,492.0,0,80.2,8.6,5,149.6,585
Tesla Model X,Long Range,Pearl White,Electric,Automatic,91390.25,2025-02-02,2025-04-16,Maryland,344.0,0,64.7,6.2,7,157.8,593
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,207490.87,2024-09-06,2024-10-30,Texas,482.1,0,86.3,4.9,5,159.4,611
Tesla Model Y,Standard Range,Midnight Silver Metallic,Electric,Automatic,48052.59,2026-01-12,2026-01-22,Nevada,264.4,0,66.9,5.3,7,161.0,773
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,75969.46,2024-07-26,2024-09-17,California,368.3,0,88.4,8.2,5,143.7,465
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,92008.3,2024-08-12,2024-09-26,Maryland,380.1,0,84.1,5.5,5,154.7,575
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,60472.22,2026-01-12,2026-03-09,Nevada,446.6,0,66.8,11.9,5,144.6,640
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,101676.31,2025-12-22,2025-12-29,California,330.4,0,65.9,8.3,5,140.2,459
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,103960.41,2025-08-21,2025-11-13,Colorado,324.4,0,85.5,0.7,5,149.3,646
Tesla Roadster,Plaid,Stealth Grey,Electric,Automatic,235667.55,2024-07-04,2024-07-19,Maryland,588.4,0,77.7,6.8,5,163.8,578
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,69667.87,2024-07-11,2024-09-11,Colorado,290.1,0,95.0,5.5,7,161.7,711
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,109034.64,2026-02-16,2026-04-02,Arizona,338.4,0,81.8,11.8,5,167.4,635
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,50225.39,2025-09-29,2025-11-19,Connecticut,318.1,0,84.4,5.3,7,157.3,868
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,47824.06,2026-03-07,2026-05-02,Connecticut,308.8,0,67.8,3.8,5,162.8,633
Tesla Roadster,Performance,Solid Black,Electric,Automatic,206627.62,2025-06-06,2025-06-23,Florida,526.8,0,66.9,4.0,5,158.6,445
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,51225.06,2025-09-09,2025-09-15,Massachusetts,272.7,0,77.5,4.9,7,162.8,431
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,48704.93,2025-07-18,2025-08-19,Washington,311.9,0,71.8,9.8,5,165.2,484
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,45933.96,2025-04-07,2025-04-21,New Jersey,293.0,0,73.6,11.1,5,151.9,643
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,100181.71,2025-07-04,2025-07-07,New York,319.3,0,86.1,5.0,7,147.1,571
Tesla Model X,Long Range,Pearl White,Electric,Automatic,127882.11,2026-02-22,2026-05-22,Virginia,313.5,0,76.3,6.9,7,158.5,736
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,236884.22,2024-11-25,2025-01-20,Massachusetts,479.9,0,92.4,2.1,5,165.1,584
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,55851.53,2026-03-01,2026-05-02,New Jersey,302.4,0,65.9,6.7,7,162.3,831
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,50526.27,2024-08-16,2024-09-02,California,260.9,0,78.9,9.3,7,154.0,871
Tesla Model 3,Performance,Pearl White,Electric,Automatic,41368.45,2025-01-07,2025-02-26,California,280.7,0,71.3,1.1,5,159.6,622
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,129639.96,2024-08-24,2024-10-29,Colorado,315.7,0,88.8,11.2,7,146.8,668
Tesla Model S,Performance,Pearl White,Electric,Automatic,101548.0,2024-12-31,2025-01-13,New York,354.9,0,64.9,5.9,5,157.6,454
Tesla Model X,Plaid,Solid Black,Electric,Automatic,111625.12,2024-06-02,2024-07-30,Washington,307.7,0,89.8,1.2,7,159.2,500
Tesla Model 3,Standard Range,Red Multi-Coat,Electric,Automatic,39800.93,2026-03-17,2026-06-04,Nevada,296.0,0,73.7,7.5,5,141.2,634
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,58093.57,2024-12-20,2025-01-03,Virginia,273.6,0,90.2,1.8,7,143.3,667
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,237993.1,2025-04-23,2025-07-12,New York,513.6,0,74.8,5.2,5,164.7,585
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,88810.92,2024-07-07,2024-07-15,Colorado,387.3,0,84.1,5.7,5,150.1,450
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,214545.93,2024-10-02,2024-11-25,Connecticut,549.7,0,90.3,2.3,5,143.4,544
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,86522.94,2025-07-01,2025-07-02,Virginia,323.2,0,60.2,4.5,7,142.1,808
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,67369.53,2024-11-06,2024-12-05,New York,361.1,0,68.1,7.9,5,165.3,550
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,216940.81,2025-02-09,2025-04-17,Florida,502.3,0,75.4,4.6,5,154.0,600
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,222704.7,2026-01-15,2026-01-29,Colorado,521.8,0,96.6,11.2,5,147.5,487
Tesla Model S,Long Range,Stealth Grey,Electric,Automatic,117270.92,2024-04-14,2024-05-25,New Jersey,338.0,0,79.7,8.3,5,154.1,582
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,223093.87,2024-05-08,2024-07-25,Arizona,547.4,0,85.2,3.3,5,166.3,596
Tesla Model Y,Performance,Stealth Grey,Electric,Automatic,59815.86,2024-12-05,2025-02-19,Nevada,263.4,0,71.7,7.8,7,161.0,464
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,114105.0,2024-10-12,2024-11-29,Washington,330.6,0,68.8,0.7,5,148.5,591
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,49577.67,2024-12-03,2025-02-17,New Jersey,273.6,0,71.8,3.2,7,149.9,542
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,53083.48,2024-08-05,2024-08-16,California,299.6,0,64.0,9.3,7,157.9,461
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,53568.58,2026-02-22,2026-02-23,Illinois,286.8,0,81.7,6.7,7,157.0,845
Tesla Cybertruck,Performance,Solid Black,Electric,Automatic,71738.2,2024-07-27,2024-08-17,Texas,425.5,0,65.1,8.1,5,156.8,434
Tesla Model X,Performance,Stealth Grey,Electric,Automatic,90786.11,2025-03-29,2025-05-12,Nevada,328.5,0,77.4,2.1,7,142.8,449
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,72706.6,2025-01-26,2025-02-02,Virginia,486.2,0,95.6,7.3,5,152.5,570
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,203051.72,2025-01-29,2025-04-11,Arizona,423.1,0,79.0,11.4,5,165.8,620
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,55979.44,2024-08-24,2024-11-07,Massachusetts,273.8,0,88.0,4.6,7,149.6,652
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,54685.18,2025-03-04,2025-03-26,Oregon,312.3,0,62.0,1.8,7,169.1,824
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,74544.17,2025-12-14,2026-02-28,Illinois,309.5,0,83.7,6.9,5,160.6,549
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,229596.14,2025-03-31,2025-04-02,Connecticut,553.3,0,99.8,11.3,5,149.9,564
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,100978.51,2025-05-15,2025-07-05,New York,327.2,0,70.6,6.6,7,140.1,709
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,65563.57,2025-01-02,2025-02-06,Maryland,266.6,0,99.0,11.2,7,147.4,685
Tesla Model S,Performance,Solid Black,Electric,Automatic,93235.37,2025-09-15,2025-09-27,Maryland,403.5,0,87.7,3.4,5,156.6,618
Tesla Cybertruck,Long Range,Stealth Grey,Electric,Automatic,56698.74,2024-08-15,2024-11-09,Massachusetts,387.0,0,62.0,8.8,5,140.8,599
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,101701.44,2024-09-08,2024-11-13,New Jersey,316.5,0,74.0,4.4,7,162.3,853
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,96927.07,2024-06-15,2024-07-18,Texas,321.2,0,79.1,6.2,5,160.6,548
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,122669.26,2024-07-16,2024-08-04,New York,347.6,0,76.6,10.8,7,147.7,688
Tesla Model X,Plaid,Stealth Grey,Electric,Automatic,133608.26,2024-11-19,2025-01-08,Texas,330.1,0,88.3,10.8,7,169.0,631
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,82910.52,2025-05-16,2025-05-25,Connecticut,356.3,0,76.1,9.0,5,163.1,473
Tesla Model Y,Performance,Pearl White,Electric,Automatic,69178.89,2024-11-09,2024-12-09,Connecticut,319.1,0,67.0,8.6,7,143.2,435
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,39436.18,2024-08-30,2024-10-11,Maryland,292.6,0,96.4,6.3,5,162.9,615
Tesla Model S,Plaid,Ultra Red,Electric,Automatic,123970.83,2025-10-01,2025-11-07,Colorado,372.9,0,95.8,5.0,5,166.6,599
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,129292.48,2024-08-29,2024-10-10,Virginia,369.2,0,79.0,11.6,5,143.1,618
Tesla Model 3,Performance,Ultra Red,Electric,Automatic,40369.23,2026-01-27,2026-03-12,Texas,270.0,0,93.6,4.0,5,152.5,537
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,51607.94,2024-05-12,2024-06-04,Washington,282.9,0,79.7,11.3,5,154.7,536
Tesla Roadster,Plaid,Red Multi-Coat,Electric,Automatic,229413.57,2026-02-28,2026-03-30,Arizona,500.2,0,76.0,3.3,5,158.8,589
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,65768.48,2025-02-12,2025-04-27,New York,430.8,0,82.0,3.6,5,164.8,596
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,244144.09,2025-02-14,2025-03-11,Arizona,587.9,0,73.4,10.9,5,167.7,523
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,103894.52,2025-02-16,2025-05-05,Maryland,347.1,0,66.1,6.2,7,160.1,631
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,68348.9,2025-04-02,2025-06-29,California,328.5,0,81.4,10.7,7,148.2,591
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,73098.31,2024-11-13,2024-12-27,Maryland,496.0,0,83.1,11.7,5,156.1,554
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,44888.56,2026-01-11,2026-02-12,Illinois,307.0,0,66.6,5.3,5,144.4,440
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,52217.75,2025-10-02,2025-12-28,Connecticut,283.8,0,85.9,4.7,7,160.5,659
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,52100.44,2025-07-07,2025-08-30,California,316.8,0,64.3,2.3,5,167.3,543
Tesla Model X,Performance,Ultra Red,Electric,Automatic,126565.24,2024-09-28,2024-10-16,Colorado,332.3,0,70.4,10.1,7,142.6,731
Tesla Model 3,Performance,Pearl White,Electric,Automatic,41336.45,2024-09-25,2024-11-13,Colorado,282.1,0,82.7,5.2,5,143.6,601
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,244631.15,2024-06-21,2024-08-14,Massachusetts,440.3,0,68.4,2.0,5,144.3,572
Tesla Cybertruck,Plaid,Stealth Grey,Electric,Automatic,59754.28,2025-10-31,2026-01-13,Oregon,462.7,0,65.5,0.8,5,161.8,641
Tesla Model X,Plaid,Pearl White,Electric,Automatic,88181.99,2024-12-08,2025-01-19,Texas,322.5,0,64.5,10.6,7,143.1,508
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,52670.53,2025-12-26,2026-03-11,New Jersey,276.6,0,90.0,10.6,7,142.7,821
Tesla Roadster,Standard Range,Stealth Grey,Electric,Automatic,238830.22,2025-10-08,2025-11-08,Illinois,595.1,0,88.7,7.2,5,161.4,488
Tesla Model S,Long Range,Solid Black,Electric,Automatic,125684.5,2024-08-01,2024-08-31,New Jersey,344.4,0,88.9,4.8,5,147.0,431
Tesla Model 3,Long Range,Solid Black,Electric,Automatic,44670.21,2024-06-07,2024-06-28,Texas,295.6,0,92.6,8.6,5,147.5,574
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,39804.24,2025-09-06,2025-11-21,Washington,298.9,0,64.8,10.5,5,154.4,495
Tesla Model S,Standard Range,Ultra Red,Electric,Automatic,117490.49,2025-05-16,2025-07-01,New Jersey,399.8,0,66.0,7.5,5,150.7,520
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,44106.75,2025-01-28,2025-02-27,New Jersey,263.7,0,61.6,10.8,7,141.4,566
Tesla Model Y,Performance,Solid Black,Electric,Automatic,56018.83,2024-07-14,2024-09-29,New Jersey,285.8,0,63.8,9.2,7,148.9,613
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,72878.89,2026-02-20,2026-03-24,Massachusetts,431.3,0,97.7,3.2,5,147.6,536
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,39107.99,2025-08-25,2025-09-30,Texas,270.4,0,66.0,11.3,5,145.5,527
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,127628.33,2025-12-19,2025-12-23,California,334.4,0,86.4,11.4,5,155.5,456
Tesla Model Y,Standard Range,Pearl White,Electric,Automatic,65436.04,2024-09-25,2024-11-15,Washington,319.8,0,86.9,11.3,7,151.4,699
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,79516.95,2024-08-09,2024-10-17,Washington,411.5,0,70.7,6.5,5,144.9,612
Tesla Model X,Standard Range,Midnight Silver Metallic,Electric,Automatic,118246.85,2025-08-14,2025-10-18,New Jersey,340.6,0,78.2,0.7,7,158.2,641
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,126720.22,2024-05-31,2024-08-03,Texas,358.8,0,89.6,9.8,5,155.5,518
Tesla Model Y,Standard Range,Ultra Red,Electric,Automatic,68302.48,2026-01-12,2026-02-23,Massachusetts,282.0,0,79.1,9.9,7,142.0,736
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,45187.49,2025-09-28,2025-12-22,Oregon,313.2,0,63.9,6.1,5,168.0,533
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,50396.99,2025-01-01,2025-02-26,Oregon,292.6,0,74.9,2.3,5,156.8,540
Tesla Model Y,Plaid,Stealth Grey,Electric,Automatic,49584.48,2024-07-22,2024-09-10,Arizona,322.3,0,74.9,1.0,7,145.4,674
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,229011.54,2024-07-18,2024-07-26,New York,428.9,0,88.3,8.0,5,152.9,430
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,54722.26,2025-05-03,2025-06-24,Connecticut,309.3,0,68.4,1.1,7,159.0,734
Tesla Model 3,Standard Range,Midnight Silver Metallic,Electric,Automatic,39919.91,2025-06-24,2025-08-23,Connecticut,332.4,0,97.8,3.5,5,140.3,479
Tesla Roadster,Standard Range,Ultra Red,Electric,Automatic,200286.19,2024-07-15,2024-08-05,New York,496.2,0,89.6,7.4,5,156.4,466
Tesla Model X,Standard Range,Ultra Red,Electric,Automatic,124983.4,2025-09-29,2025-12-13,Arizona,309.1,0,66.5,6.9,7,169.4,791
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,62657.86,2025-03-21,2025-05-12,California,339.0,0,71.3,10.2,5,149.7,626
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,55667.48,2026-01-03,2026-02-08,Nevada,328.4,0,74.1,9.5,7,147.8,591
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,204671.02,2025-11-27,2026-01-30,Maryland,464.8,0,62.9,4.6,5,169.7,579
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,56831.55,2025-09-02,2025-09-24,Maryland,361.6,0,63.6,3.3,5,150.1,425
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,59411.35,2025-01-12,2025-02-17,Illinois,318.8,0,95.0,3.5,7,155.7,729
Tesla Model S,Plaid,Pearl White,Electric,Automatic,114488.08,2025-04-02,2025-04-06,Virginia,333.3,0,95.1,10.1,5,155.8,612
Tesla Model S,Plaid,Solid Black,Electric,Automatic,122800.08,2025-03-02,2025-05-09,Florida,324.7,0,94.7,1.2,5,168.0,636
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,52129.89,2025-06-21,2025-07-11,Texas,325.0,0,90.6,0.5,5,154.9,520
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,129323.8,2024-04-12,2024-05-25,Texas,385.2,0,69.8,11.6,5,169.6,465
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,238240.49,2026-02-01,2026-04-29,California,581.2,0,92.5,0.5,5,149.0,454
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,229106.72,2024-06-15,2024-06-28,Washington,577.8,0,65.5,2.7,5,151.0,585
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,53983.82,2025-06-19,2025-08-28,California,284.2,0,83.9,2.2,5,144.0,624
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,43296.25,2026-03-08,2026-03-19,Massachusetts,307.3,0,98.0,1.7,5,156.1,462
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,75928.51,2024-11-09,2025-01-23,Illinois,335.6,0,75.4,6.9,5,161.1,474
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,107051.88,2026-01-16,2026-02-05,Texas,349.1,0,64.2,4.6,5,146.3,642
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,114469.74,2025-02-16,2025-04-03,Texas,315.5,0,83.1,9.7,7,153.8,777
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,43626.5,2025-07-03,2025-09-11,Connecticut,299.9,0,99.6,5.1,5,162.2,599
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,73397.57,2025-01-26,2025-02-28,Arizona,256.0,0,93.1,3.0,5,143.2,621
Tesla Model S,Performance,Stealth Grey,Electric,Automatic,83258.94,2025-01-17,2025-04-11,Florida,362.4,0,82.5,8.2,5,142.2,433
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,110349.26,2025-05-15,2025-06-22,Maryland,308.9,0,94.6,10.6,7,145.9,704
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,88851.16,2025-09-29,2025-11-11,Texas,334.6,0,65.8,8.2,7,147.3,673
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,58474.29,2025-12-20,2026-02-02,Connecticut,284.2,0,84.2,3.3,7,144.5,569
Tesla Model X,Long Range,Solid Black,Electric,Automatic,116328.97,2024-03-30,2024-04-14,Texas,338.8,0,93.5,10.7,7,166.2,442
Tesla Roadster,Long Range,Red Multi-Coat,Electric,Automatic,213789.07,2024-06-30,2024-09-09,California,568.3,0,94.1,5.0,5,145.7,648
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,73671.96,2025-09-13,2025-11-13,Illinois,486.7,0,73.4,8.1,5,145.1,640
Tesla Model 3,Standard Range,Ultra Red,Electric,Automatic,52718.18,2025-12-16,2026-01-06,New Jersey,312.4,0,93.3,1.5,5,147.9,521
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,96466.43,2024-05-24,2024-06-26,Florida,394.5,0,67.2,10.0,5,160.1,496
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,105456.49,2025-05-28,2025-08-11,Arizona,372.0,0,92.6,8.3,5,166.3,490
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,107397.09,2025-06-07,2025-07-05,New York,335.7,0,95.4,5.1,5,165.8,493
Tesla Model Y,Long Range,Midnight Silver Metallic,Electric,Automatic,51929.53,2024-10-17,2024-10-26,Maryland,308.3,0,84.5,8.8,7,154.2,791
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,43870.73,2024-09-02,2024-11-11,New York,323.1,0,86.4,4.4,5,141.2,529
Tesla Cybertruck,Standard Range,Red Multi-Coat,Electric,Automatic,79790.52,2024-07-08,2024-07-20,Illinois,290.8,0,60.5,8.9,5,150.8,511
Tesla Roadster,Performance,Solid Black,Electric,Automatic,201973.86,2025-01-22,2025-04-11,New Jersey,546.4,0,78.3,2.0,5,154.8,437
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,46055.11,2025-07-20,2025-08-09,California,285.8,0,86.5,2.9,5,141.8,642
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,76959.41,2024-08-14,2024-09-07,Illinois,337.2,0,78.0,11.3,5,152.2,637
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,51434.07,2026-01-29,2026-02-18,Florida,281.3,0,78.0,4.1,5,161.2,645
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,56477.38,2025-08-15,2025-11-11,Washington,426.9,0,91.8,1.7,5,156.3,448
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,60283.79,2024-04-09,2024-06-05,Texas,336.9,0,65.8,7.0,5,153.9,625
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,71885.18,2024-08-25,2024-08-31,Virginia,424.7,0,86.4,1.7,5,140.3,570
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,41774.32,2026-01-24,2026-02-17,California,303.0,0,92.1,4.1,5,142.1,475
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,54858.37,2024-12-21,2024-12-23,Florida,361.2,0,85.3,11.8,5,145.2,493
Tesla Model Y,Standard Range,Solid Black,Electric,Automatic,66294.26,2025-06-13,2025-09-08,New Jersey,301.4,0,97.3,11.3,7,148.4,770
Tesla Model 3,Long Range,Red Multi-Coat,Electric,Automatic,42416.28,2026-01-28,2026-03-04,Arizona,308.3,0,68.7,11.6,5,150.7,507
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,210801.66,2026-03-05,2026-05-04,Maryland,445.7,0,99.7,7.6,5,146.9,597
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,41547.8,2025-08-07,2025-08-09,New Jersey,271.2,0,67.8,3.4,5,166.2,547
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,109939.81,2024-06-11,2024-09-03,Maryland,402.3,0,83.7,5.3,5,162.2,427
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,42534.65,2025-05-31,2025-08-19,Nevada,332.5,0,80.0,5.5,5,164.9,449
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,103342.17,2024-07-08,2024-09-08,Nevada,319.9,0,86.9,11.0,7,146.0,857
Tesla Roadster,Standard Range,Red Multi-Coat,Electric,Automatic,206757.05,2025-12-16,2026-01-14,Massachusetts,573.1,0,65.5,2.3,5,150.3,561
